cdr_id,case_id,caller,receiver,timestamp,duration,tower,imei
CDR-005186,FIR-2026-0186,+917001021551,+917000997794,2026-01-26T10:55:00.000Z,705,TWR-006-INDIRANAGAR,860000000130161
CDR-005187,FIR-2026-0187,+917001061146,+917001045308,2026-01-26T11:02:00.000Z,742,TWR-007-KOCHI,860000000135206
CDR-005188,FIR-2026-0188,+917001100741,+917001069065,2026-01-26T11:09:00.000Z,779,TWR-008-MUMBAI,860000000140251
CDR-005189,FIR-2026-0189,+917001140336,+917001116579,2026-01-26T11:16:00.000Z,816,TWR-009-PUNE,860000000145296
CDR-005190,FIR-2026-0190,+917001179931,+917001164093,2026-01-26T11:23:00.000Z,853,TWR-010-SECTOR,860000000150341
CDR-005191,FIR-2026-0191,+917001219526,+917001187850,2026-01-26T11:30:00.000Z,890,TWR-011-T,860000000155386
CDR-005192,FIR-2026-0192,+917001259121,+917001235364,2026-01-26T11:37:00.000Z,927,TWR-012-VAISHALI,860000000160431
CDR-005193,FIR-2026-0193,+917001298716,+917001282878,2026-01-26T11:44:00.000Z,964,TWR-001-BENGALURU,860000000165476
CDR-005194,FIR-2026-0194,+917001338311,+917001306635,2026-01-26T11:51:00.000Z,1001,TWR-002-CHANDNI,860000000170521
CDR-005195,FIR-2026-0195,+917001377906,+917001354149,2026-01-26T11:58:00.000Z,1038,TWR-003-CHARMINAR,860000000175566
CDR-005196,FIR-2026-0196,+917001417501,+917001401663,2026-01-26T12:05:00.000Z,1075,TWR-004-GOMTI,860000000180611
CDR-005197,FIR-2026-0197,+917001457096,+917001425420,2026-01-26T12:12:00.000Z,1112,TWR-005-HOWRAH,860000000185656
CDR-005198,FIR-2026-0198,+917001496691,+917001472934,2026-01-26T12:19:00.000Z,1149,TWR-006-INDIRANAGAR,860000000190701
CDR-005199,FIR-2026-0199,+917001536286,+917001520448,2026-01-26T12:26:00.000Z,1186,TWR-007-KOCHI,860000000195746
CDR-005200,FIR-2026-0200,+917001575881,+917001544205,2026-01-26T12:33:00.000Z,43,TWR-008-MUMBAI,860000000200791
CDR-005201,FIR-2026-0201,+917000000000,+917000015838,2026-01-26T12:40:00.000Z,80,TWR-001-BENGALURU,860000000000000
CDR-005202,FIR-2026-0202,+917000039595,+917000063352,2026-01-26T12:47:00.000Z,117,TWR-002-CHANDNI,860000000005045
CDR-005203,FIR-2026-0203,+917000079190,+917000087109,2026-01-26T12:54:00.000Z,154,TWR-003-CHARMINAR,860000000010090
CDR-005204,FIR-2026-0204,+917000118785,+917000134623,2026-01-26T13:01:00.000Z,191,TWR-004-GOMTI,860000000015135
CDR-005205,FIR-2026-0205,+917000158380,+917000182137,2026-01-26T13:08:00.000Z,228,TWR-005-HOWRAH,860000000020180
CDR-005206,FIR-2026-0206,+917000197975,+917000205894,2026-01-26T13:15:00.000Z,265,TWR-006-INDIRANAGAR,860000000025225
CDR-005207,FIR-2026-0207,+917000237570,+917000253408,2026-01-26T13:22:00.000Z,302,TWR-007-KOCHI,860000000030270
CDR-005208,FIR-2026-0208,+917000277165,+917000300922,2026-01-26T13:29:00.000Z,339,TWR-008-MUMBAI,860000000035315
CDR-005209,FIR-2026-0209,+917000316760,+917000324679,2026-01-26T13:36:00.000Z,376,TWR-009-PUNE,860000000040360
CDR-005210,FIR-2026-0210,+917000356355,+917000372193,2026-01-26T13:43:00.000Z,413,TWR-010-SECTOR,860000000045405
CDR-005211,FIR-2026-0211,+917000395950,+917000419707,2026-01-26T13:50:00.000Z,450,TWR-011-T,860000000050450
CDR-005212,FIR-2026-0212,+917000435545,+917000443464,2026-01-26T13:57:00.000Z,487,TWR-012-VAISHALI,860000000055495
CDR-005213,FIR-2026-0213,+917000475140,+917000490978,2026-01-26T14:04:00.000Z,524,TWR-001-BENGALURU,860000000060540
CDR-005214,FIR-2026-0214,+917000514735,+917000538492,2026-01-26T14:11:00.000Z,561,TWR-002-CHANDNI,860000000065585
CDR-005215,FIR-2026-0215,+917000554330,+917000562249,2026-01-26T14:18:00.000Z,598,TWR-003-CHARMINAR,860000000070630
CDR-005216,FIR-2026-0216,+917000593925,+917000609763,2026-01-26T14:25:00.000Z,635,TWR-004-GOMTI,860000000075675
CDR-005217,FIR-2026-0217,+917000633520,+917000657277,2026-01-26T14:32:00.000Z,672,TWR-005-HOWRAH,860000000080720
CDR-005218,FIR-2026-0218,+917000673115,+917000681034,2026-01-26T14:39:00.000Z,709,TWR-006-INDIRANAGAR,860000000085765
CDR-005219,FIR-2026-0219,+917000712710,+917000728548,2026-01-26T14:46:00.000Z,746,TWR-007-KOCHI,860000000090810
CDR-005220,FIR-2026-0220,+917000752305,+917000776062,2026-01-26T14:53:00.000Z,783,TWR-008-MUMBAI,860000000095855
CDR-005221,FIR-2026-0221,+917000791900,+917000799819,2026-01-26T15:00:00.000Z,820,TWR-009-PUNE,860000000100900
CDR-005222,FIR-2026-0222,+917000831495,+917000847333,2026-01-26T15:07:00.000Z,857,TWR-010-SECTOR,860000000105945
CDR-005223,FIR-2026-0223,+917000871090,+917000894847,2026-01-26T15:14:00.000Z,894,TWR-011-T,860000000110990
CDR-005224,FIR-2026-0224,+917000910685,+917000918604,2026-01-26T15:21:00.000Z,931,TWR-012-VAISHALI,860000000116035
CDR-005225,FIR-2026-0225,+917000950280,+917000966118,2026-01-26T15:28:00.000Z,968,TWR-001-BENGALURU,860000000121080
CDR-005226,FIR-2026-0226,+917000989875,+917001013632,2026-01-26T15:35:00.000Z,1005,TWR-002-CHANDNI,860000000126125
CDR-005227,FIR-2026-0227,+917001029470,+917001037389,2026-01-26T15:42:00.000Z,1042,TWR-003-CHARMINAR,860000000131170
CDR-005228,FIR-2026-0228,+917001069065,+917001084903,2026-01-26T15:49:00.000Z,1079,TWR-004-GOMTI,860000000136215
CDR-005229,FIR-2026-0229,+917001108660,+917001132417,2026-01-26T15:56:00.000Z,1116,TWR-005-HOWRAH,860000000141260
CDR-005230,FIR-2026-0230,+917001148255,+917001156174,2026-01-26T16:03:00.000Z,1153,TWR-006-INDIRANAGAR,860000000146305
CDR-005231,FIR-2026-0231,+917001187850,+917001203688,2026-01-26T16:10:00.000Z,1190,TWR-007-KOCHI,860000000151350
CDR-005232,FIR-2026-0232,+917001227445,+917001251202,2026-01-26T16:17:00.000Z,47,TWR-008-MUMBAI,860000000156395
CDR-005233,FIR-2026-0233,+917001267040,+917001274959,2026-01-26T16:24:00.000Z,84,TWR-009-PUNE,860000000161440
CDR-005234,FIR-2026-0234,+917001306635,+917001322473,2026-01-26T16:31:00.000Z,121,TWR-010-SECTOR,860000000166485
CDR-005235,FIR-2026-0235,+917001346230,+917001369987,2026-01-26T16:38:00.000Z,158,TWR-011-T,860000000171530
CDR-005236,FIR-2026-0236,+917001385825,+917001393744,2026-01-26T16:45:00.000Z,195,TWR-012-VAISHALI,860000000176575
CDR-005237,FIR-2026-0237,+917001425420,+917001441258,2026-01-26T16:52:00.000Z,232,TWR-001-BENGALURU,860000000181620
CDR-005238,FIR-2026-0238,+917001465015,+917001488772,2026-01-26T16:59:00.000Z,269,TWR-002-CHANDNI,860000000186665
CDR-005239,FIR-2026-0239,+917001504610,+917001512529,2026-01-26T17:06:00.000Z,306,TWR-003-CHARMINAR,860000000191710
CDR-005240,FIR-2026-0240,+917001544205,+917001560043,2026-01-26T17:13:00.000Z,343,TWR-004-GOMTI,860000000196755
CDR-005241,FIR-2026-0241,+917000007919,+917000031676,2026-01-26T17:20:00.000Z,380,TWR-002-CHANDNI,860000000001009
CDR-005242,FIR-2026-0242,+917000047514,+917000055433,2026-01-26T17:27:00.000Z,417,TWR-003-CHARMINAR,860000000006054
CDR-005243,FIR-2026-0243,+917000087109,+917000102947,2026-01-26T17:34:00.000Z,454,TWR-004-GOMTI,860000000011099
CDR-005244,FIR-2026-0244,+917000126704,+917000150461,2026-01-26T17:41:00.000Z,491,TWR-005-HOWRAH,860000000016144
CDR-005245,FIR-2026-0245,+917000166299,+917000174218,2026-01-26T17:48:00.000Z,528,TWR-006-INDIRANAGAR,860000000021189
CDR-005246,FIR-2026-0246,+917000205894,+917000221732,2026-01-26T17:55:00.000Z,565,TWR-007-KOCHI,860000000026234
CDR-005247,FIR-2026-0247,+917000245489,+917000269246,2026-01-26T18:02:00.000Z,602,TWR-008-MUMBAI,860000000031279
CDR-005248,FIR-2026-0248,+917000285084,+917000293003,2026-01-26T18:09:00.000Z,639,TWR-009-PUNE,860000000036324
CDR-005249,FIR-2026-0249,+917000324679,+917000340517,2026-01-26T18:16:00.000Z,676,TWR-010-SECTOR,860000000041369
CDR-005250,FIR-2026-0250,+917000364274,+917000388031,2026-01-26T18:23:00.000Z,713,TWR-011-T,860000000046414
CDR-005251,FIR-2026-0251,+917000403869,+917000411788,2026-01-26T18:30:00.000Z,750,TWR-012-VAISHALI,860000000051459
CDR-005252,FIR-2026-0252,+917000443464,+917000459302,2026-01-26T18:37:00.000Z,787,TWR-001-BENGALURU,860000000056504
CDR-005253,FIR-2026-0253,+917000483059,+917000506816,2026-01-26T18:44:00.000Z,824,TWR-002-CHANDNI,860000000061549
CDR-005254,FIR-2026-0254,+917000522654,+917000530573,2026-01-26T18:51:00.000Z,861,TWR-003-CHARMINAR,860000000066594
CDR-005255,FIR-2026-0255,+917000562249,+917000578087,2026-01-26T18:58:00.000Z,898,TWR-004-GOMTI,860000000071639
CDR-005256,FIR-2026-0256,+917000601844,+917000625601,2026-01-26T19:05:00.000Z,935,TWR-005-HOWRAH,860000000076684
CDR-005257,FIR-2026-0257,+917000641439,+917000649358,2026-01-26T19:12:00.000Z,972,TWR-006-INDIRANAGAR,860000000081729
CDR-005258,FIR-2026-0258,+917000681034,+917000696872,2026-01-26T19:19:00.000Z,1009,TWR-007-KOCHI,860000000086774
CDR-005259,FIR-2026-0259,+917000720629,+917000744386,2026-01-26T19:26:00.000Z,1046,TWR-008-MUMBAI,860000000091819
CDR-005260,FIR-2026-0260,+917000760224,+917000768143,2026-01-26T19:33:00.000Z,1083,TWR-009-PUNE,860000000096864
CDR-005261,FIR-2026-0261,+917000799819,+917000815657,2026-01-26T19:40:00.000Z,1120,TWR-010-SECTOR,860000000101909
CDR-005262,FIR-2026-0262,+917000839414,+917000863171,2026-01-26T19:47:00.000Z,1157,TWR-011-T,860000000106954
CDR-005263,FIR-2026-0263,+917000879009,+917000886928,2026-01-26T19:54:00.000Z,1194,TWR-012-VAISHALI,860000000111999
CDR-005264,FIR-2026-0264,+917000918604,+917000934442,2026-01-26T20:01:00.000Z,51,TWR-001-BENGALURU,860000000117044
CDR-005265,FIR-2026-0265,+917000958199,+917000981956,2026-01-26T20:08:00.000Z,88,TWR-002-CHANDNI,860000000122089
CDR-005266,FIR-2026-0266,+917000997794,+917001005713,2026-01-26T20:15:00.000Z,125,TWR-003-CHARMINAR,860000000127134
CDR-005267,FIR-2026-0267,+917001037389,+917001053227,2026-01-26T20:22:00.000Z,162,TWR-004-GOMTI,860000000132179
CDR-005268,FIR-2026-0268,+917001076984,+917001100741,2026-01-26T20:29:00.000Z,199,TWR-005-HOWRAH,860000000137224
CDR-005269,FIR-2026-0269,+917001116579,+917001124498,2026-01-26T20:36:00.000Z,236,TWR-006-INDIRANAGAR,860000000142269
CDR-005270,FIR-2026-0270,+917001156174,+917001172012,2026-01-26T20:43:00.000Z,273,TWR-007-KOCHI,860000000147314
CDR-005271,FIR-2026-0271,+917001195769,+917001219526,2026-01-26T20:50:00.000Z,310,TWR-008-MUMBAI,860000000152359
CDR-005272,FIR-2026-0272,+917001235364,+917001243283,2026-01-26T20:57:00.000Z,347,TWR-009-PUNE,860000000157404
CDR-005273,FIR-2026-0273,+917001274959,+917001290797,2026-01-26T21:04:00.000Z,384,TWR-010-SECTOR,860000000162449
CDR-005274,FIR-2026-0274,+917001314554,+917001338311,2026-01-26T21:11:00.000Z,421,TWR-011-T,860000000167494
CDR-005275,FIR-2026-0275,+917001354149,+917001362068,2026-01-26T21:18:00.000Z,458,TWR-012-VAISHALI,860000000172539
CDR-005276,FIR-2026-0276,+917001393744,+917001409582,2026-01-26T21:25:00.000Z,495,TWR-001-BENGALURU,860000000177584
CDR-005277,FIR-2026-0277,+917001433339,+917001457096,2026-01-26T21:32:00.000Z,532,TWR-002-CHANDNI,860000000182629
CDR-005278,FIR-2026-0278,+917001472934,+917001480853,2026-01-26T21:39:00.000Z,569,TWR-003-CHARMINAR,860000000187674
CDR-005279,FIR-2026-0279,+917001512529,+917001528367,2026-01-26T21:46:00.000Z,606,TWR-004-GOMTI,860000000192719
CDR-005280,FIR-2026-0280,+917001552124,+917001575881,2026-01-26T21:53:00.000Z,643,TWR-005-HOWRAH,860000000197764
CDR-005281,FIR-2026-0281,+917000015838,+917000023757,2026-01-26T22:00:00.000Z,680,TWR-003-CHARMINAR,860000000002018
CDR-005282,FIR-2026-0282,+917000055433,+917000071271,2026-01-26T22:07:00.000Z,717,TWR-004-GOMTI,860000000007063
CDR-005283,FIR-2026-0283,+917000095028,+917000079190,2026-01-26T22:14:00.000Z,754,TWR-005-HOWRAH,860000000012108
CDR-005284,FIR-2026-0284,+917000134623,+917000142542,2026-01-26T22:21:00.000Z,791,TWR-006-INDIRANAGAR,860000000017153
CDR-005285,FIR-2026-0285,+917000174218,+917000190056,2026-01-26T22:28:00.000Z,828,TWR-007-KOCHI,860000000022198
CDR-005286,FIR-2026-0286,+917000213813,+917000197975,2026-01-26T22:35:00.000Z,865,TWR-008-MUMBAI,860000000027243
CDR-005287,FIR-2026-0287,+917000253408,+917000261327,2026-01-26T22:42:00.000Z,902,TWR-009-PUNE,860000000032288
CDR-005288,FIR-2026-0288,+917000293003,+917000308841,2026-01-26T22:49:00.000Z,939,TWR-010-SECTOR,860000000037333
CDR-005289,FIR-2026-0289,+917000332598,+917000316760,2026-01-26T22:56:00.000Z,976,TWR-011-T,860000000042378
CDR-005290,FIR-2026-0290,+917000372193,+917000380112,2026-01-26T23:03:00.000Z,1013,TWR-012-VAISHALI,860000000047423
CDR-005291,FIR-2026-0291,+917000411788,+917000427626,2026-01-26T23:10:00.000Z,1050,TWR-001-BENGALURU,860000000052468
CDR-005292,FIR-2026-0292,+917000451383,+917000435545,2026-01-26T23:17:00.000Z,1087,TWR-002-CHANDNI,860000000057513
CDR-005293,FIR-2026-0293,+917000490978,+917000498897,2026-01-26T23:24:00.000Z,1124,TWR-003-CHARMINAR,860000000062558
CDR-005294,FIR-2026-0294,+917000530573,+917000546411,2026-01-26T23:31:00.000Z,1161,TWR-004-GOMTI,860000000067603
CDR-005295,FIR-2026-0295,+917000570168,+917000554330,2026-01-26T23:38:00.000Z,1198,TWR-005-HOWRAH,860000000072648
CDR-005296,FIR-2026-0296,+917000609763,+917000617682,2026-01-26T23:45:00.000Z,55,TWR-006-INDIRANAGAR,860000000077693
CDR-005297,FIR-2026-0297,+917000649358,+917000665196,2026-01-26T23:52:00.000Z,92,TWR-007-KOCHI,860000000082738
CDR-005298,FIR-2026-0298,+917000688953,+917000673115,2026-01-26T23:59:00.000Z,129,TWR-008-MUMBAI,860000000087783
CDR-005299,FIR-2026-0299,+917000728548,+917000736467,2026-01-27T00:06:00.000Z,166,TWR-009-PUNE,860000000092828
CDR-005300,FIR-2026-0300,+917000768143,+917000783981,2026-01-27T00:13:00.000Z,203,TWR-010-SECTOR,860000000097873
CDR-005301,FIR-2026-0301,+917000807738,+917000791900,2026-01-27T00:20:00.000Z,240,TWR-011-T,860000000102918
CDR-005302,FIR-2026-0302,+917000847333,+917000855252,2026-01-27T00:27:00.000Z,277,TWR-012-VAISHALI,860000000107963
CDR-005303,FIR-2026-0303,+917000886928,+917000902766,2026-01-27T00:34:00.000Z,314,TWR-001-BENGALURU,860000000113008
CDR-005304,FIR-2026-0304,+917000926523,+917000910685,2026-01-27T00:41:00.000Z,351,TWR-002-CHANDNI,860000000118053
CDR-005305,FIR-2026-0305,+917000966118,+917000974037,2026-01-27T00:48:00.000Z,388,TWR-003-CHARMINAR,860000000123098
CDR-005306,FIR-2026-0306,+917001005713,+917001021551,2026-01-27T00:55:00.000Z,425,TWR-004-GOMTI,860000000128143
CDR-005307,FIR-2026-0307,+917001045308,+917001029470,2026-01-27T01:02:00.000Z,462,TWR-005-HOWRAH,860000000133188
CDR-005308,FIR-2026-0308,+917001084903,+917001092822,2026-01-27T01:09:00.000Z,499,TWR-006-INDIRANAGAR,860000000138233
CDR-005309,FIR-2026-0309,+917001124498,+917001140336,2026-01-27T01:16:00.000Z,536,TWR-007-KOCHI,860000000143278
CDR-005310,FIR-2026-0310,+917001164093,+917001148255,2026-01-27T01:23:00.000Z,573,TWR-008-MUMBAI,860000000148323
CDR-005311,FIR-2026-0311,+917001203688,+917001211607,2026-01-27T01:30:00.000Z,610,TWR-009-PUNE,860000000153368
CDR-005312,FIR-2026-0312,+917001243283,+917001259121,2026-01-27T01:37:00.000Z,647,TWR-010-SECTOR,860000000158413
CDR-005313,FIR-2026-0313,+917001282878,+917001267040,2026-01-27T01:44:00.000Z,684,TWR-011-T,860000000163458
CDR-005314,FIR-2026-0314,+917001322473,+917001330392,2026-01-27T01:51:00.000Z,721,TWR-012-VAISHALI,860000000168503
CDR-005315,FIR-2026-0315,+917001362068,+917001377906,2026-01-27T01:58:00.000Z,758,TWR-001-BENGALURU,860000000173548
CDR-005316,FIR-2026-0316,+917001401663,+917001385825,2026-01-27T02:05:00.000Z,795,TWR-002-CHANDNI,860000000178593
CDR-005317,FIR-2026-0317,+917001441258,+917001449177,2026-01-27T02:12:00.000Z,832,TWR-003-CHARMINAR,860000000183638
CDR-005318,FIR-2026-0318,+917001480853,+917001496691,2026-01-27T02:19:00.000Z,869,TWR-004-GOMTI,860000000188683
CDR-005319,FIR-2026-0319,+917001520448,+917001504610,2026-01-27T02:26:00.000Z,906,TWR-005-HOWRAH,860000000193728
CDR-005320,FIR-2026-0320,+917001560043,+917001567962,2026-01-27T02:33:00.000Z,943,TWR-006-INDIRANAGAR,860000000198773
CDR-005321,FIR-2026-0321,+917000023757,+917000000000,2026-01-27T02:40:00.000Z,980,TWR-004-GOMTI,860000000003027
CDR-005322,FIR-2026-0322,+917000063352,+917000047514,2026-01-27T02:47:00.000Z,1017,TWR-005-HOWRAH,860000000008072
CDR-005323,FIR-2026-0323,+917000102947,+917000110866,2026-01-27T02:54:00.000Z,1054,TWR-006-INDIRANAGAR,860000000013117
CDR-005324,FIR-2026-0324,+917000142542,+917000118785,2026-01-27T03:01:00.000Z,1091,TWR-007-KOCHI,860000000018162
CDR-005325,FIR-2026-0325,+917000182137,+917000166299,2026-01-27T03:08:00.000Z,1128,TWR-008-MUMBAI,860000000023207
CDR-005326,FIR-2026-0326,+917000221732,+917000229651,2026-01-27T03:15:00.000Z,1165,TWR-009-PUNE,860000000028252
CDR-005327,FIR-2026-0327,+917000261327,+917000237570,2026-01-27T03:22:00.000Z,22,TWR-010-SECTOR,860000000033297
CDR-005328,FIR-2026-0328,+917000300922,+917000285084,2026-01-27T03:29:00.000Z,59,TWR-011-T,860000000038342
CDR-005329,FIR-2026-0329,+917000340517,+917000348436,2026-01-27T03:36:00.000Z,96,TWR-012-VAISHALI,860000000043387
CDR-005330,FIR-2026-0330,+917000380112,+917000356355,2026-01-27T03:43:00.000Z,133,TWR-001-BENGALURU,860000000048432
CDR-005331,FIR-2026-0331,+917000419707,+917000403869,2026-01-27T03:50:00.000Z,170,TWR-002-CHANDNI,860000000053477
CDR-005332,FIR-2026-0332,+917000459302,+917000467221,2026-01-27T03:57:00.000Z,207,TWR-003-CHARMINAR,860000000058522
CDR-005333,FIR-2026-0333,+917000498897,+917000475140,2026-01-27T04:04:00.000Z,244,TWR-004-GOMTI,860000000063567
CDR-005334,FIR-2026-0334,+917000538492,+917000522654,2026-01-27T04:11:00.000Z,281,TWR-005-HOWRAH,860000000068612
CDR-005335,FIR-2026-0335,+917000578087,+917000586006,2026-01-27T04:18:00.000Z,318,TWR-006-INDIRANAGAR,860000000073657
CDR-005336,FIR-2026-0336,+917000617682,+917000593925,2026-01-27T04:25:00.000Z,355,TWR-007-KOCHI,860000000078702
CDR-005337,FIR-2026-0337,+917000657277,+917000641439,2026-01-27T04:32:00.000Z,392,TWR-008-MUMBAI,860000000083747
CDR-005338,FIR-2026-0338,+917000696872,+917000704791,2026-01-27T04:39:00.000Z,429,TWR-009-PUNE,860000000088792
CDR-005339,FIR-2026-0339,+917000736467,+917000712710,2026-01-27T04:46:00.000Z,466,TWR-010-SECTOR,860000000093837
CDR-005340,FIR-2026-0340,+917000776062,+917000760224,2026-01-27T04:53:00.000Z,503,TWR-011-T,860000000098882
CDR-005341,FIR-2026-0341,+917000815657,+917000823576,2026-01-27T05:00:00.000Z,540,TWR-012-VAISHALI,860000000103927
CDR-005342,FIR-2026-0342,+917000855252,+917000831495,2026-01-27T05:07:00.000Z,577,TWR-001-BENGALURU,860000000108972
CDR-005343,FIR-2026-0343,+917000894847,+917000879009,2026-01-27T05:14:00.000Z,614,TWR-002-CHANDNI,860000000114017
CDR-005344,FIR-2026-0344,+917000934442,+917000942361,2026-01-27T05:21:00.000Z,651,TWR-003-CHARMINAR,860000000119062
CDR-005345,FIR-2026-0345,+917000974037,+917000950280,2026-01-27T05:28:00.000Z,688,TWR-004-GOMTI,860000000124107
CDR-005346,FIR-2026-0346,+917001013632,+917000997794,2026-01-27T05:35:00.000Z,725,TWR-005-HOWRAH,860000000129152
CDR-005347,FIR-2026-0347,+917001053227,+917001061146,2026-01-27T05:42:00.000Z,762,TWR-006-INDIRANAGAR,860000000134197
CDR-005348,FIR-2026-0348,+917001092822,+917001069065,2026-01-27T05:49:00.000Z,799,TWR-007-KOCHI,860000000139242
CDR-005349,FIR-2026-0349,+917001132417,+917001116579,2026-01-27T05:56:00.000Z,836,TWR-008-MUMBAI,860000000144287
CDR-005350,FIR-2026-0350,+917001172012,+917001179931,2026-01-27T06:03:00.000Z,873,TWR-009-PUNE,860000000149332
CDR-005351,FIR-2026-0351,+917001211607,+917001187850,2026-01-27T06:10:00.000Z,910,TWR-010-SECTOR,860000000154377
CDR-005352,FIR-2026-0352,+917001251202,+917001235364,2026-01-27T06:17:00.000Z,947,TWR-011-T,860000000159422
CDR-005353,FIR-2026-0353,+917001290797,+917001298716,2026-01-27T06:24:00.000Z,984,TWR-012-VAISHALI,860000000164467
CDR-005354,FIR-2026-0354,+917001330392,+917001306635,2026-01-27T06:31:00.000Z,1021,TWR-001-BENGALURU,860000000169512
CDR-005355,FIR-2026-0355,+917001369987,+917001354149,2026-01-27T06:38:00.000Z,1058,TWR-002-CHANDNI,860000000174557
CDR-005356,FIR-2026-0356,+917001409582,+917001417501,2026-01-27T06:45:00.000Z,1095,TWR-003-CHARMINAR,860000000179602
CDR-005357,FIR-2026-0357,+917001449177,+917001425420,2026-01-27T06:52:00.000Z,1132,TWR-004-GOMTI,860000000184647
CDR-005358,FIR-2026-0358,+917001488772,+917001472934,2026-01-27T06:59:00.000Z,1169,TWR-005-HOWRAH,860000000189692
CDR-005359,FIR-2026-0359,+917001528367,+917001536286,2026-01-27T07:06:00.000Z,26,TWR-006-INDIRANAGAR,860000000194737
CDR-005360,FIR-2026-0360,+917001567962,+917001544205,2026-01-27T07:13:00.000Z,63,TWR-007-KOCHI,860000000199782
CDR-005361,FIR-2026-0361,+917000031676,+917000015838,2026-01-27T07:20:00.000Z,100,TWR-005-HOWRAH,860000000004036
CDR-005362,FIR-2026-0362,+917000071271,+917000039595,2026-01-27T07:27:00.000Z,137,TWR-006-INDIRANAGAR,860000000009081
CDR-005363,FIR-2026-0363,+917000110866,+917000087109,2026-01-27T07:34:00.000Z,174,TWR-007-KOCHI,860000000014126
CDR-005364,FIR-2026-0364,+917000150461,+917000134623,2026-01-27T07:41:00.000Z,211,TWR-008-MUMBAI,860000000019171
CDR-005365,FIR-2026-0365,+917000190056,+917000158380,2026-01-27T07:48:00.000Z,248,TWR-009-PUNE,860000000024216
CDR-005366,FIR-2026-0366,+917000229651,+917000205894,2026-01-27T07:55:00.000Z,285,TWR-010-SECTOR,860000000029261
CDR-005367,FIR-2026-0367,+917000269246,+917000253408,2026-01-27T08:02:00.000Z,322,TWR-011-T,860000000034306
CDR-005368,FIR-2026-0368,+917000308841,+917000277165,2026-01-27T08:09:00.000Z,359,TWR-012-VAISHALI,860000000039351
CDR-005369,FIR-2026-0369,+917000348436,+917000324679,2026-01-27T08:16:00.000Z,396,TWR-001-BENGALURU,860000000044396
CDR-005370,FIR-2026-0370,+917000388031,+917000372193,2026-01-27T08:23:00.000Z,433,TWR-002-CHANDNI,860000000049441
CDR-005371,FIR-2026-0371,+917000427626,+917000395950,2026-01-27T08:30:00.000Z,470,TWR-003-CHARMINAR,860000000054486
CDR-005372,FIR-2026-0372,+917000467221,+917000443464,2026-01-27T08:37:00.000Z,507,TWR-004-GOMTI,860000000059531
CDR-005373,FIR-2026-0373,+917000506816,+917000490978,2026-01-27T08:44:00.000Z,544,TWR-005-HOWRAH,860000000064576
CDR-005374,FIR-2026-0374,+917000546411,+917000514735,2026-01-27T08:51:00.000Z,581,TWR-006-INDIRANAGAR,860000000069621
CDR-005375,FIR-2026-0375,+917000586006,+917000562249,2026-01-27T08:58:00.000Z,618,TWR-007-KOCHI,860000000074666
CDR-005376,FIR-2026-0376,+917000625601,+917000609763,2026-01-27T09:05:00.000Z,655,TWR-008-MUMBAI,860000000079711
CDR-005377,FIR-2026-0377,+917000665196,+917000633520,2026-01-27T09:12:00.000Z,692,TWR-009-PUNE,860000000084756
CDR-005378,FIR-2026-0378,+917000704791,+917000681034,2026-01-27T09:19:00.000Z,729,TWR-010-SECTOR,860000000089801
CDR-005379,FIR-2026-0379,+917000744386,+917000728548,2026-01-27T09:26:00.000Z,766,TWR-011-T,860000000094846
CDR-005380,FIR-2026-0380,+917000783981,+917000752305,2026-01-27T09:33:00.000Z,803,TWR-012-VAISHALI,860000000099891
CDR-005381,FIR-2026-0381,+917000823576,+917000799819,2026-01-27T09:40:00.000Z,840,TWR-001-BENGALURU,860000000104936
CDR-005382,FIR-2026-0382,+917000863171,+917000847333,2026-01-27T09:47:00.000Z,877,TWR-002-CHANDNI,860000000109981
CDR-005383,FIR-2026-0383,+917000902766,+917000871090,2026-01-27T09:54:00.000Z,914,TWR-003-CHARMINAR,860000000115026
CDR-005384,FIR-2026-0384,+917000942361,+917000918604,2026-01-27T10:01:00.000Z,951,TWR-004-GOMTI,860000000120071
CDR-005385,FIR-2026-0385,+917000981956,+917000966118,2026-01-27T10:08:00.000Z,988,TWR-005-HOWRAH,860000000125116
CDR-005386,FIR-2026-0386,+917001021551,+917000989875,2026-01-27T10:15:00.000Z,1025,TWR-006-INDIRANAGAR,860000000130161
CDR-005387,FIR-2026-0387,+917001061146,+917001037389,2026-01-27T10:22:00.000Z,1062,TWR-007-KOCHI,860000000135206
CDR-005388,FIR-2026-0388,+917001100741,+917001084903,2026-01-27T10:29:00.000Z,1099,TWR-008-MUMBAI,860000000140251
CDR-005389,FIR-2026-0389,+917001140336,+917001108660,2026-01-27T10:36:00.000Z,1136,TWR-009-PUNE,860000000145296
CDR-005390,FIR-2026-0390,+917001179931,+917001156174,2026-01-27T10:43:00.000Z,1173,TWR-010-SECTOR,860000000150341
CDR-005391,FIR-2026-0391,+917001219526,+917001203688,2026-01-27T10:50:00.000Z,30,TWR-011-T,860000000155386
CDR-005392,FIR-2026-0392,+917001259121,+917001227445,2026-01-27T10:57:00.000Z,67,TWR-012-VAISHALI,860000000160431
CDR-005393,FIR-2026-0393,+917001298716,+917001274959,2026-01-27T11:04:00.000Z,104,TWR-001-BENGALURU,860000000165476
CDR-005394,FIR-2026-0394,+917001338311,+917001322473,2026-01-27T11:11:00.000Z,141,TWR-002-CHANDNI,860000000170521
