cdr_id,case_id,caller_phone,receiver_phone,timestamp,duration_seconds,location,cell_tower
CDR-00BF5A78,CASE-0471,+917060340842,+918952038332,2023-08-27T21:28:00,3220,Bandra Kurla Complex,TOWER-524
CDR-D3BA0B58,CASE-0306,+914271636761,+913705079892,2023-04-22T16:47:00,193,Jubilee Hills,TOWER-320
CDR-A86FDD3C,CASE-0308,+915562133475,+915025204207,2023-09-28T03:09:00,334,Gachibowli,TOWER-826
CDR-B0AD5797,CASE-0248,+919075667984,+914637859622,2023-08-08T21:29:00,2718,Andheri West,TOWER-650
CDR-1630E1E8,CASE-0212,+918010384476,+918384031891,2023-02-17T13:31:00,2366,Indiranagar,TOWER-320
CDR-6350289A,CASE-0046,+915197958306,+916945308903,2023-08-16T03:05:00,791,Andheri West,TOWER-650
CDR-875F2DA5,CASE-0242,+915750870070,+917685190765,2023-04-26T04:11:00,1278,Gurgaon Sector 29,TOWER-910
CDR-CFB275D4,CASE-0032,+912440682429,+915119474670,2023-02-18T18:02:00,1940,Hinjewadi,TOWER-978
CDR-AAFDABAE,CASE-0438,+917290393874,+915337742661,2023-05-07T22:07:00,1827,Salt Lake City,TOWER-294
CDR-C7DF2154,CASE-0295,+910753540823,+915724106173,2023-07-16T12:32:00,493,T Nagar,TOWER-127
CDR-672A4E0B,CASE-0257,+911496820515,+917290393874,2023-08-06T09:37:00,1797,Noida Sector 18,TOWER-751
CDR-A3B9640E,CASE-0410,+910753540823,+914714913015,2023-06-10T14:33:00,1317,Salt Lake City,TOWER-616
CDR-629CF798,CASE-0025,+913564744836,+914305503961,2023-06-19T08:44:00,2434,Connaught Place,TOWER-930
CDR-B4A69FD0,CASE-0192,+914606166965,+919641996044,2023-06-12T14:34:00,2708,Gachibowli,TOWER-541
CDR-7F12A93C,CASE-0156,+911140184254,+917090936598,2023-06-13T16:07:00,1560,Connaught Place,TOWER-901
CDR-E83D36D7,CASE-0358,+918981658734,+911795131668,2023-02-11T09:39:00,2600,Indiranagar,TOWER-242
CDR-EA429289,CASE-0246,+918843545700,+910539363533,2023-07-12T07:47:00,145,Viman Nagar,TOWER-860
CDR-58B2D216,CASE-0272,+912628777758,+912848587043,2023-04-25T04:32:00,1999,Connaught Place,TOWER-798
CDR-5F46AABE,CASE-0137,+911885956157,+911885956157,2023-04-13T00:01:00,1937,Koramangala,TOWER-134
CDR-2D663773,CASE-0136,+914000347048,+918181680156,2023-06-13T19:46:00,1692,Connaught Place,TOWER-182
CDR-608FDE0F,CASE-0136,+910093439981,+913814175928,2023-07-18T21:15:00,881,Karol Bagh,TOWER-175
CDR-5E29213F,CASE-0388,+918646745808,+915996002734,2023-05-15T05:49:00,1779,Secunderabad Railway Station,TOWER-434
CDR-84F67A6C,CASE-0194,+915242342923,+919259401778,2023-04-03T11:42:00,2162,Noida Sector 18,TOWER-872
CDR-045D46D8,CASE-0205,+910539363533,+911885956157,2023-01-04T00:57:00,2389,Salt Lake City,TOWER-391
CDR-E7D25A96,CASE-0238,+917559680968,+913769337652,2023-02-16T11:57:00,2979,Salt Lake City,TOWER-500
CDR-C9A49834,CASE-0181,+914271636761,+912848587043,2023-09-12T08:07:00,2515,Anna Nagar,TOWER-128
CDR-890F5B55,CASE-0092,+917493489727,+915867724943,2023-04-02T07:16:00,1428,T Nagar,TOWER-409
CDR-0FE7F011,CASE-0046,+918888401933,+912118505720,2023-08-22T17:25:00,954,Salt Lake City,TOWER-428
CDR-45786655,CASE-0120,+919468912214,+916299937131,2023-02-18T21:50:00,2327,Koramangala,TOWER-831
CDR-AB3C868D,CASE-0180,+914714771847,+910101173267,2023-07-06T10:55:00,567,Jubilee Hills,TOWER-147
CDR-DEEDAEF8,CASE-0024,+913057237398,+912756478036,2023-10-01T21:06:00,1934,Gurgaon Sector 29,TOWER-465
CDR-7EBF134E,CASE-0490,+919458484561,+915818898111,2023-03-31T15:46:00,2203,Indiranagar,TOWER-880
CDR-379737FB,CASE-0077,+918624564306,+912517988615,2023-10-07T18:11:00,2921,Gurgaon Sector 29,TOWER-384
CDR-C5D05779,CASE-0438,+917290393874,+912939219119,2023-05-09T16:31:00,3529,Anna Nagar,TOWER-901
CDR-A2551626,CASE-0066,+912848587043,+912848587043,2023-02-09T08:22:00,3020,Noida Sector 18,TOWER-886
CDR-8B4B8BFC,CASE-0426,+910753540823,+916922167575,2023-02-12T09:26:00,2870,Jubilee Hills,TOWER-745
CDR-7E9615BA,CASE-0036,+918840960841,+917240896926,2023-08-28T14:48:00,3297,Gachibowli,TOWER-384
CDR-6E68A021,CASE-0287,+917290393874,+911732216103,2023-08-09T13:15:00,3513,Viman Nagar,TOWER-179
CDR-7E567C61,CASE-0465,+917458978757,+912907786084,2023-06-13T19:32:00,1376,Gurgaon Sector 29,TOWER-671
CDR-97CFF355,CASE-0117,+914813120521,+915920116378,2023-01-01T08:05:00,612,T Nagar,TOWER-353
CDR-398DB0AD,CASE-0344,+910043323366,+910932627488,2023-10-05T07:04:00,2191,Vasant Kunj,TOWER-761
CDR-7CF31CE8,CASE-0143,+912935565536,+911364404391,2023-06-14T08:03:00,2428,Karol Bagh,TOWER-396
CDR-3E645ED6,CASE-0161,+912062619351,+919458484561,2023-02-08T03:14:00,3080,New Town,TOWER-523
CDR-A9B91412,CASE-0131,+910956977119,+919618547415,2023-05-22T01:05:00,1511,New Town,TOWER-767
CDR-181A8ABA,CASE-0041,+913390442003,+911532558601,2023-02-15T14:08:00,2137,Indiranagar,TOWER-826
CDR-9C9047A3,CASE-0187,+918769410728,+912121118125,2023-10-26T12:32:00,1522,T Nagar,TOWER-971
CDR-762C065A,CASE-0420,+914339547445,+915140721957,2023-09-01T14:34:00,1233,Koramangala,TOWER-239
CDR-6794471E,CASE-0271,+917290393874,+911380103764,2023-10-09T02:41:00,1530,Anna Nagar,TOWER-450
CDR-8F48F7D0,CASE-0471,+913158293722,+914813120521,2023-07-05T11:15:00,2284,Indiranagar,TOWER-880
CDR-CB1DC77F,CASE-0292,+915041435052,+915922788875,2023-10-25T11:07:00,2449,Secunderabad Railway Station,TOWER-950
CDR-9BF3B977,CASE-0128,+917875927829,+919514627962,2023-06-25T05:49:00,169,Andheri West,TOWER-551
CDR-3CECF9D0,CASE-0268,+910629220881,+917951297298,2023-10-02T11:47:00,2778,Bandra Kurla Complex,TOWER-441
CDR-D3C4659D,CASE-0032,+912440682429,+919676835951,2023-05-20T11:10:00,3556,Hinjewadi,TOWER-225
CDR-14309B68,CASE-0021,+915999606810,+916796267831,2023-07-08T08:51:00,722,New Town,TOWER-390
CDR-1442CB92,CASE-0147,+912848587043,+910539363533,2023-09-12T16:24:00,2776,Salt Lake City,TOWER-103
CDR-CA5DC8E3,CASE-0161,+912062619351,+911567300866,2023-01-09T10:00:00,1258,Vasant Kunj,TOWER-189
CDR-F4017EBB,CASE-0041,+915041435052,+913119328811,2023-08-10T00:20:00,1818,Indiranagar,TOWER-556
CDR-EC6104E0,CASE-0267,+917290393874,+911782032348,2023-09-27T04:20:00,298,Secunderabad Railway Station,TOWER-319
CDR-244FC8AA,CASE-0239,+914439171763,+913184660667,2023-05-06T22:59:00,2812,Noida Sector 18,TOWER-465
CDR-98161F2A,CASE-0450,+911983879998,+912206155129,2023-01-30T19:21:00,425,Gachibowli,TOWER-153
CDR-FFCF47BF,CASE-0114,+914271636761,+919362219649,2023-07-18T06:39:00,1467,Vasant Kunj,TOWER-949
CDR-94A51523,CASE-0095,+912848587043,+919383211826,2023-03-22T11:09:00,2492,Salt Lake City,TOWER-934
CDR-6E738A44,CASE-0120,+919468912214,+918394282082,2023-01-24T18:03:00,237,Secunderabad Railway Station,TOWER-631
CDR-7151F76F,CASE-0162,+915527465681,+918545155824,2023-08-20T12:47:00,2590,Noida Sector 18,TOWER-723
CDR-4EAFA58A,CASE-0043,+911972082252,+916946944152,2023-06-28T09:01:00,1613,Salt Lake City,TOWER-601
CDR-AABC52B7,CASE-0268,+916632032160,+915934030422,2023-05-23T23:07:00,173,Salt Lake City,TOWER-891
CDR-B1912C57,CASE-0299,+910122351319,+916200596852,2023-09-27T18:47:00,1792,Jubilee Hills,TOWER-129
CDR-E6CD421A,CASE-0269,+917290393874,+917290393874,2023-02-17T15:24:00,1101,Jubilee Hills,TOWER-636
CDR-3604C1C4,CASE-0156,+916177866980,+916684025093,2023-08-27T21:52:00,3206,Secunderabad Railway Station,TOWER-526
CDR-8B9D4C4D,CASE-0310,+918402970019,+912850923323,2023-04-12T13:11:00,2387,New Town,TOWER-133
CDR-6097504B,CASE-0233,+918252999393,+918716559860,2023-06-14T15:37:00,2256,Gurgaon Sector 29,TOWER-654
CDR-804A101D,CASE-0201,+917156393214,+911778673994,2023-08-12T12:43:00,772,Andheri West,TOWER-353
CDR-90051289,CASE-0225,+918646745808,+916699579576,2023-09-22T17:53:00,2389,Connaught Place,TOWER-208
CDR-90508198,CASE-0387,+915401475726,+917131948775,2023-09-23T10:01:00,2336,Karol Bagh,TOWER-540
CDR-DA4C1A52,CASE-0227,+911735671637,+911350363515,2023-07-10T08:48:00,846,Karol Bagh,TOWER-853
CDR-4D6520F1,CASE-0463,+915024878084,+913032224404,2023-09-26T22:37:00,3415,Noida Sector 18,TOWER-876
CDR-13BEDBDC,CASE-0088,+916082178842,+911019081869,2023-03-21T04:51:00,3386,Salt Lake City,TOWER-935
CDR-1C300482,CASE-0084,+913976188626,+916803084530,2023-03-15T17:33:00,1561,Viman Nagar,TOWER-784
CDR-B03D31E0,CASE-0464,+919744029431,+917174957734,2023-06-13T01:13:00,2959,Indiranagar,TOWER-100
CDR-627BF1E8,CASE-0308,+911534996195,+914271636761,2023-09-17T06:02:00,2027,Vasant Kunj,TOWER-366
CDR-5F9FA18D,CASE-0008,+915550038438,+915982168095,2023-09-06T03:11:00,728,Jubilee Hills,TOWER-826
CDR-48FFAC8C,CASE-0456,+910351193387,+917724795735,2023-10-24T14:16:00,2996,Gurgaon Sector 29,TOWER-477
CDR-E4806441,CASE-0311,+915920116378,+912347592057,2023-10-18T01:07:00,2844,Anna Nagar,TOWER-372
CDR-2CECD155,CASE-0478,+910753540823,+914271636761,2023-01-21T12:09:00,1355,Vasant Kunj,TOWER-453
CDR-4FAF29F2,CASE-0353,+917290393874,+913131968090,2023-09-01T17:57:00,1393,Jubilee Hills,TOWER-506
CDR-741C87A6,CASE-0182,+919161140906,+910389112854,2023-10-20T13:49:00,3089,Indiranagar,TOWER-437
CDR-A4141DCB,CASE-0201,+912848587043,+918245260553,2023-08-24T00:31:00,2269,Indiranagar,TOWER-965
CDR-FECA11C6,CASE-0298,+919209629821,+918395467815,2023-08-29T10:19:00,2430,Viman Nagar,TOWER-480
CDR-71CA5AB2,CASE-0235,+916423939462,+917635377129,2023-06-09T01:58:00,3020,Karol Bagh,TOWER-253
CDR-32667F33,CASE-0297,+917320376235,+919494381504,2023-10-20T05:51:00,3212,Secunderabad Railway Station,TOWER-710
CDR-6086D3B4,CASE-0190,+912447382803,+915270361953,2023-01-18T06:56:00,2297,Bandra Kurla Complex,TOWER-246
CDR-BE403C45,CASE-0378,+914608284182,+917160569980,2023-07-06T18:09:00,639,Secunderabad Railway Station,TOWER-801
CDR-84539FCD,CASE-0335,+912648433890,+914175868877,2023-04-23T12:52:00,3188,Connaught Place,TOWER-105
CDR-9BCDB922,CASE-0035,+910748214788,+919458484561,2023-10-06T09:54:00,802,Jubilee Hills,TOWER-945
CDR-B5466864,CASE-0147,+911889748671,+915888691887,2023-08-05T04:00:00,2152,Anna Nagar,TOWER-476
CDR-34AA4115,CASE-0093,+913626380693,+915382731077,2023-10-10T00:07:00,27,New Town,TOWER-588
CDR-C4015A1E,CASE-0286,+913547280012,+919955027653,2023-06-07T05:31:00,509,Jubilee Hills,TOWER-999
CDR-47AB12F4,CASE-0089,+912809364277,+919551592658,2023-02-28T07:19:00,1442,Salt Lake City,TOWER-611
CDR-84426882,CASE-0236,+913067876211,+912341583148,2023-08-05T05:39:00,1782,Hinjewadi,TOWER-954
CDR-274FC217,CASE-0330,+915527465681,+912722924002,2023-01-28T05:54:00,2126,Anna Nagar,TOWER-688
CDR-4C8AE680,CASE-0084,+913976188626,+912062619351,2023-08-18T17:43:00,2458,Noida Sector 18,TOWER-938
CDR-B5EBBCD0,CASE-0424,+912062619351,+919458484561,2023-05-31T22:36:00,1036,T Nagar,TOWER-803
CDR-6A2C457A,CASE-0303,+915183757959,+918637509829,2023-01-11T08:31:00,3326,Noida Sector 18,TOWER-897
CDR-2905FDB5,CASE-0440,+917592189442,+916948654215,2023-09-29T22:29:00,1208,Secunderabad Railway Station,TOWER-776
CDR-CFB6B7E4,CASE-0059,+919274027562,+911644847682,2023-07-04T02:35:00,1821,Bandra Kurla Complex,TOWER-432
CDR-B10BCA79,CASE-0364,+914575175709,+912577711347,2023-05-11T14:06:00,1526,Secunderabad Railway Station,TOWER-276
CDR-8A17CEE8,CASE-0255,+913414780711,+914058210896,2023-07-21T05:56:00,143,Secunderabad Railway Station,TOWER-208
CDR-8266EB2A,CASE-0117,+914239058338,+913787032452,2023-07-08T11:22:00,2217,Andheri West,TOWER-152
CDR-2A3CD467,CASE-0383,+914157335119,+912374009741,2023-05-14T21:08:00,2465,T Nagar,TOWER-538
CDR-D31A55B7,CASE-0468,+919982240615,+914271636761,2023-08-08T21:14:00,56,Salt Lake City,TOWER-740
CDR-D0CD3B04,CASE-0155,+913130713069,+910125573580,2023-01-19T21:10:00,1520,Bandra Kurla Complex,TOWER-217
CDR-08DF24E7,CASE-0359,+912062619351,+912062619351,2023-07-21T17:31:00,188,Karol Bagh,TOWER-746
CDR-A687D09A,CASE-0221,+912135016998,+917914797903,2023-03-31T02:05:00,2464,Connaught Place,TOWER-853
CDR-E81E81BB,CASE-0494,+911332806117,+916998577762,2023-06-09T05:32:00,692,Indiranagar,TOWER-740
CDR-C8F1ABA0,CASE-0367,+910898130994,+913962906345,2023-01-26T01:47:00,2019,Anna Nagar,TOWER-712
CDR-26A44DEB,CASE-0334,+911782032348,+915527465681,2023-08-28T13:40:00,3134,Connaught Place,TOWER-281
CDR-9E6F323F,CASE-0441,+910891539638,+910976714672,2023-02-25T06:40:00,2146,T Nagar,TOWER-528
CDR-828D0357,CASE-0070,+913608715525,+918274014977,2023-06-24T04:24:00,3018,Indiranagar,TOWER-980
CDR-12FB50A8,CASE-0434,+914239058338,+914239058338,2023-07-21T13:17:00,194,Gurgaon Sector 29,TOWER-740
CDR-C647602B,CASE-0179,+910289967819,+918843545700,2023-03-07T16:48:00,2427,Hinjewadi,TOWER-227
CDR-B17739E0,CASE-0442,+912440682429,+915920116378,2023-02-26T04:45:00,483,Anna Nagar,TOWER-921
CDR-CEDD2B43,CASE-0100,+915633420879,+917756913303,2023-01-31T23:21:00,1441,Vasant Kunj,TOWER-478
CDR-EC398223,CASE-0086,+913494425741,+919056553239,2023-05-19T05:00:00,1836,Koramangala,TOWER-855
CDR-ADE70EEE,CASE-0379,+910176045239,+914117978396,2023-03-11T22:49:00,2154,Koramangala,TOWER-904
CDR-FD78B553,CASE-0097,+912954343529,+914025067453,2023-06-04T20:58:00,1062,Hinjewadi,TOWER-462
CDR-4E9A368F,CASE-0003,+913291506542,+916259133605,2023-02-27T09:31:00,1253,Connaught Place,TOWER-324
CDR-8F494825,CASE-0446,+914032404397,+910449286970,2023-02-23T19:02:00,1019,Gachibowli,TOWER-933
CDR-C890780B,CASE-0408,+915505041337,+913608715525,2023-10-07T00:54:00,694,Anna Nagar,TOWER-223
CDR-0CECF809,CASE-0308,+912047292195,+914825081059,2023-07-05T12:14:00,1362,Viman Nagar,TOWER-366
CDR-CD2E8180,CASE-0238,+913782327021,+917903806009,2023-06-18T12:00:00,21,Hinjewadi,TOWER-960
CDR-F27A3CD5,CASE-0455,+910753540823,+918376211966,2023-01-31T14:11:00,1549,Gurgaon Sector 29,TOWER-255
CDR-9501B973,CASE-0426,+910753540823,+918309527373,2023-01-07T01:22:00,1252,Secunderabad Railway Station,TOWER-559
CDR-C23B3EA6,CASE-0408,+914615375309,+911885956157,2023-04-18T21:21:00,485,New Town,TOWER-391
CDR-1EA4A0B0,CASE-0340,+912505625337,+911416261754,2023-08-20T22:01:00,2513,Andheri West,TOWER-322
CDR-8AD563B6,CASE-0470,+919983678749,+919066045947,2023-04-25T16:12:00,2367,Viman Nagar,TOWER-635
CDR-D73576B6,CASE-0377,+914577212430,+916997545592,2023-09-16T05:58:00,960,T Nagar,TOWER-822
CDR-AD28B8B8,CASE-0233,+916618416011,+915667437707,2023-01-10T19:19:00,1572,Connaught Place,TOWER-855
CDR-C22BB6E2,CASE-0038,+913961941329,+914856669655,2023-06-16T01:57:00,3368,Gachibowli,TOWER-858
CDR-4B0A5BC1,CASE-0400,+911239687906,+910398834181,2023-08-03T13:37:00,798,Andheri West,TOWER-872
CDR-794325F6,CASE-0312,+911912217450,+917290393874,2023-05-05T01:16:00,3438,Vasant Kunj,TOWER-304
CDR-B1C6DE85,CASE-0293,+918912538319,+914108584689,2023-05-18T17:34:00,1170,Gachibowli,TOWER-269
CDR-4D778BAC,CASE-0042,+918870201280,+913927012092,2023-03-08T06:01:00,771,Indiranagar,TOWER-672
CDR-3C8F8BA2,CASE-0359,+912062619351,+910538980625,2023-07-05T19:12:00,816,Gachibowli,TOWER-664
CDR-0650596C,CASE-0128,+917875927829,+918109901178,2023-01-16T16:35:00,3243,New Town,TOWER-148
CDR-450FF410,CASE-0120,+919468912214,+916647202563,2023-07-19T12:41:00,1101,Anna Nagar,TOWER-303
CDR-3DE086CD,CASE-0362,+917290393874,+913208787825,2023-02-20T03:26:00,3276,Connaught Place,TOWER-227
CDR-31432F5C,CASE-0453,+910047578748,+913647959221,2023-02-13T22:29:00,2990,Noida Sector 18,TOWER-942
CDR-D48F37B8,CASE-0012,+915024878084,+910297118304,2023-06-04T12:26:00,3565,Bandra Kurla Complex,TOWER-834
CDR-F668E7EE,CASE-0168,+913335064912,+910932627488,2023-08-15T04:06:00,1689,Noida Sector 18,TOWER-119
CDR-E5CBE384,CASE-0115,+917220495428,+918017770388,2023-10-07T02:19:00,1241,Viman Nagar,TOWER-451
CDR-E07CC05F,CASE-0233,+916307331452,+911917377872,2023-10-16T14:17:00,1086,Karol Bagh,TOWER-673
CDR-F22E6A6B,CASE-0156,+916177866980,+915003858489,2023-01-17T12:15:00,1829,New Town,TOWER-920
CDR-1E09FA71,CASE-0242,+916193243213,+913669895134,2023-04-02T22:16:00,922,Indiranagar,TOWER-172
CDR-69FE3FE2,CASE-0116,+912012248176,+914188475361,2023-10-26T06:40:00,1344,Noida Sector 18,TOWER-742
CDR-A848FCB5,CASE-0365,+919458484561,+917923335325,2023-03-17T06:00:00,2547,Viman Nagar,TOWER-774
CDR-323C0087,CASE-0360,+917290393874,+919814257718,2023-03-13T04:07:00,2372,Andheri West,TOWER-499
CDR-FB948062,CASE-0122,+912848587043,+914271636761,2023-05-21T07:03:00,2476,Anna Nagar,TOWER-812
CDR-AF8EBE07,CASE-0161,+912062619351,+918624564306,2023-01-25T10:31:00,2656,Hinjewadi,TOWER-283
CDR-6B3E6FB5,CASE-0424,+912062619351,+916605430537,2023-09-18T19:24:00,3352,Gachibowli,TOWER-823
CDR-4B3C8B2B,CASE-0041,+910257807600,+913657768616,2023-07-29T19:04:00,2717,Koramangala,TOWER-952
CDR-125B16F2,CASE-0253,+910213409540,+910539363533,2023-06-17T13:30:00,1852,Karol Bagh,TOWER-277
CDR-78609288,CASE-0412,+917092126831,+910112971074,2023-06-18T14:15:00,1182,Noida Sector 18,TOWER-165
CDR-B18A21A9,CASE-0200,+917290393874,+912062619351,2023-08-05T22:23:00,1748,Anna Nagar,TOWER-160
CDR-F88ACB17,CASE-0222,+918843545700,+913200290679,2023-06-11T10:18:00,2678,Secunderabad Railway Station,TOWER-516
CDR-CD7C7F10,CASE-0380,+916410588760,+910057943985,2023-06-27T02:24:00,429,New Town,TOWER-502
CDR-8EB9173A,CASE-0420,+912688732077,+914001635675,2023-01-12T17:28:00,1412,Viman Nagar,TOWER-758
CDR-F35BBA91,CASE-0370,+918388825721,+913024695927,2023-06-10T12:41:00,3353,Hinjewadi,TOWER-523
CDR-20C11F02,CASE-0126,+912655514057,+910160625768,2023-07-10T05:01:00,909,Secunderabad Railway Station,TOWER-774
CDR-1BB0A3C2,CASE-0141,+912148739181,+913521818131,2023-09-06T15:51:00,586,Noida Sector 18,TOWER-913
CDR-6FC0179A,CASE-0072,+915041435052,+914027495368,2023-01-31T20:50:00,42,T Nagar,TOWER-484
CDR-5F3BA162,CASE-0488,+911152867997,+915551752953,2023-03-12T07:29:00,1605,Vasant Kunj,TOWER-531
CDR-E1626700,CASE-0293,+919201521606,+912693660264,2023-05-13T06:25:00,3553,T Nagar,TOWER-785
CDR-726A4A07,CASE-0259,+910331145240,+915342183250,2023-04-14T16:29:00,1827,Connaught Place,TOWER-823
CDR-97A93CE4,CASE-0113,+913639042193,+910134604279,2023-05-10T10:22:00,1651,Gachibowli,TOWER-384
CDR-E54E8464,CASE-0098,+916209181900,+913121201754,2023-06-26T16:56:00,3317,Bandra Kurla Complex,TOWER-264
CDR-BF300F2D,CASE-0318,+915333219201,+911179542461,2023-10-19T01:32:00,584,T Nagar,TOWER-830
CDR-4DDEFC83,CASE-0355,+917006373142,+916252413181,2023-08-27T18:33:00,1244,Noida Sector 18,TOWER-721
CDR-7B5CD2CC,CASE-0149,+919766839910,+917062558890,2023-09-26T06:44:00,882,Bandra Kurla Complex,TOWER-561
CDR-E04B357C,CASE-0355,+912430910618,+919592767223,2023-04-21T22:25:00,930,Jubilee Hills,TOWER-123
CDR-B54C5A12,CASE-0310,+913975433895,+916551808352,2023-07-29T15:49:00,1626,Bandra Kurla Complex,TOWER-504
CDR-10926BA0,CASE-0404,+915850796909,+917690893122,2023-07-25T13:57:00,3460,Gachibowli,TOWER-767
CDR-6540CDBC,CASE-0311,+914239058338,+915920116378,2023-06-28T20:56:00,1256,Jubilee Hills,TOWER-707
CDR-73AD409D,CASE-0238,+917559680968,+918107966593,2023-03-17T11:09:00,1811,Hinjewadi,TOWER-534
CDR-B7B9CA62,CASE-0059,+911182887465,+914359315208,2023-01-07T00:49:00,2714,Jubilee Hills,TOWER-330
CDR-1C6B02BD,CASE-0187,+918843545700,+916595978886,2023-07-26T15:08:00,166,Bandra Kurla Complex,TOWER-498
CDR-66F71D3F,CASE-0242,+915354377108,+913274112388,2023-03-13T14:38:00,3283,Karol Bagh,TOWER-243
CDR-36B46B27,CASE-0064,+918545155824,+911782032348,2023-10-08T02:44:00,589,Viman Nagar,TOWER-741
CDR-EE7B21A6,CASE-0191,+915148982381,+910238288409,2023-08-31T20:24:00,2324,Jubilee Hills,TOWER-623
CDR-FA51D715,CASE-0198,+912199962840,+914616655655,2023-01-05T20:08:00,3054,Karol Bagh,TOWER-520
CDR-302C61F1,CASE-0472,+910753540823,+915962925943,2023-02-17T11:04:00,2601,T Nagar,TOWER-306
CDR-6B620BC5,CASE-0006,+915527465681,+917290393874,2023-04-26T10:50:00,285,Karol Bagh,TOWER-334
CDR-E93A850E,CASE-0080,+917607880395,+916610884746,2023-02-10T12:40:00,3247,Anna Nagar,TOWER-784
CDR-B6779993,CASE-0157,+912333899624,+915337051338,2023-03-18T06:24:00,1787,Bandra Kurla Complex,TOWER-422
CDR-999EEA5F,CASE-0224,+916209181900,+915024878084,2023-09-14T17:45:00,1901,Koramangala,TOWER-107
CDR-84576FD3,CASE-0494,+911332806117,+917445688381,2023-01-02T02:02:00,1621,Karol Bagh,TOWER-806
CDR-D8385D4F,CASE-0039,+916992627603,+910695924542,2023-04-09T01:25:00,339,Koramangala,TOWER-888
CDR-C277E76E,CASE-0320,+916716078468,+918920422066,2023-01-15T06:44:00,3378,Salt Lake City,TOWER-414
CDR-BF428406,CASE-0172,+912390045150,+919400733993,2023-01-30T23:55:00,1654,Jubilee Hills,TOWER-269
CDR-612B17B9,CASE-0303,+912209263659,+919880604948,2023-01-21T11:43:00,204,Andheri West,TOWER-652
CDR-0DB7D7C2,CASE-0242,+915750870070,+915778970388,2023-06-12T08:15:00,3516,Secunderabad Railway Station,TOWER-681
CDR-1291D3A0,CASE-0418,+919345912958,+912835718238,2023-06-06T23:51:00,1908,Karol Bagh,TOWER-597
CDR-EF488062,CASE-0109,+915613029727,+914138151635,2023-07-05T02:28:00,16,Andheri West,TOWER-531
CDR-6EC54685,CASE-0327,+910351193387,+915888691887,2023-05-06T15:38:00,1498,Bandra Kurla Complex,TOWER-772
CDR-BB1894BE,CASE-0413,+912652392093,+913983985011,2023-05-21T00:24:00,3351,New Town,TOWER-781
CDR-F3B3B8B0,CASE-0092,+917493489727,+913645540430,2023-07-05T08:54:00,1365,Gurgaon Sector 29,TOWER-803
CDR-A3F7863D,CASE-0031,+915515729662,+917190075387,2023-05-31T20:54:00,233,Connaught Place,TOWER-695
CDR-A193D5CC,CASE-0248,+918646745808,+910101173267,2023-02-23T22:55:00,1988,Connaught Place,TOWER-746
CDR-DCB40BCE,CASE-0303,+912209263659,+913967092791,2023-05-13T17:52:00,2218,T Nagar,TOWER-989
CDR-ED6BEF2F,CASE-0410,+910753540823,+918843545700,2023-10-17T23:17:00,2784,Connaught Place,TOWER-502
CDR-4D6C5FEA,CASE-0296,+913547280012,+914422174661,2023-10-25T22:48:00,2787,Jubilee Hills,TOWER-691
CDR-D19D7772,CASE-0008,+917498717859,+917380212643,2023-02-28T01:01:00,3544,Karol Bagh,TOWER-637
CDR-573A58C4,CASE-0012,+916209181900,+919618547415,2023-02-13T12:10:00,3198,Bandra Kurla Complex,TOWER-464
CDR-0D8F0432,CASE-0271,+917290393874,+912875280113,2023-06-08T01:07:00,3168,Connaught Place,TOWER-993
CDR-0B92714B,CASE-0465,+914678612658,+918206165739,2023-03-30T01:22:00,295,Gachibowli,TOWER-632
CDR-6419D162,CASE-0474,+911685532300,+912711397333,2023-06-08T21:58:00,1588,Gachibowli,TOWER-341
CDR-1EEF45D2,CASE-0481,+911917950043,+914719175824,2023-03-07T07:27:00,2392,Secunderabad Railway Station,TOWER-584
CDR-2690ADFF,CASE-0085,+915024878084,+915024878084,2023-01-05T12:03:00,629,Bandra Kurla Complex,TOWER-577
CDR-D278E8B9,CASE-0207,+915191308126,+911440064413,2023-03-30T08:55:00,2907,Gurgaon Sector 29,TOWER-757
CDR-C85314CF,CASE-0008,+914776832078,+917076894936,2023-02-24T01:32:00,3191,Vasant Kunj,TOWER-492
CDR-9A05D2C9,CASE-0092,+917493489727,+914940703245,2023-10-27T13:30:00,915,Koramangala,TOWER-271
CDR-5B0B1A49,CASE-0426,+910753540823,+911703694146,2023-03-29T04:00:00,544,Andheri West,TOWER-245
CDR-30BEC27A,CASE-0217,+918994187632,+912199113916,2023-06-20T21:54:00,850,Koramangala,TOWER-636
CDR-8B0FDB66,CASE-0219,+912780496936,+917085426872,2023-01-09T05:40:00,2288,Salt Lake City,TOWER-173
CDR-76A6EF0A,CASE-0156,+916177866980,+913974323214,2023-05-01T00:37:00,1512,Vasant Kunj,TOWER-210
CDR-F36E7635,CASE-0161,+915148982381,+918843545700,2023-06-25T03:18:00,3145,T Nagar,TOWER-610
CDR-7A972BC3,CASE-0206,+913547280012,+912476498072,2023-08-10T02:22:00,783,T Nagar,TOWER-773
CDR-4DEB777C,CASE-0187,+912858219643,+918417333612,2023-10-25T00:48:00,2786,New Town,TOWER-351
CDR-B875EB39,CASE-0235,+914813120521,+912848587043,2023-08-29T13:01:00,258,Gachibowli,TOWER-305
CDR-EF4D6059,CASE-0381,+917970357325,+911401306578,2023-04-14T15:07:00,2112,New Town,TOWER-894
CDR-C4728251,CASE-0059,+919274027562,+918933518241,2023-06-24T22:53:00,1438,Koramangala,TOWER-732
