sender,receiver,amount,upi,timestamp,transaction_id,case_id
510000171408,510000174979,239851.00,rajesh.0050@okaxis,2026-01-26T16:19:00.000Z,TXN-0003330,FIR-2026-0330
510000189263,510000192834,247770.00,sanjay.0055@oksbi,2026-01-26T16:30:00.000Z,TXN-0003331,FIR-2026-0331
510000207118,510000210689,255689.00,vikram.0060@upi,2026-01-26T16:41:00.000Z,TXN-0003332,FIR-2026-0332
510000224973,510000228544,263608.00,arjun.0065@paytm,2026-01-26T16:52:00.000Z,TXN-0003333,FIR-2026-0333
510000242828,510000246399,271527.00,kabir.0070@ybl,2026-01-26T17:03:00.000Z,TXN-0003334,FIR-2026-0334
510000260683,510000264254,279446.00,nikhil.0075@okicici,2026-01-26T17:14:00.000Z,TXN-0003335,FIR-2026-0335
510000278538,510000282109,287365.00,rajesh.0080@okaxis,2026-01-26T17:25:00.000Z,TXN-0003336,FIR-2026-0336
510000296393,510000299964,295284.00,sanjay.0085@oksbi,2026-01-26T17:36:00.000Z,TXN-0003337,FIR-2026-0337
510000314248,510000317819,303203.00,vikram.0090@upi,2026-01-26T17:47:00.000Z,TXN-0003338,FIR-2026-0338
510000332103,510000335674,311122.00,arjun.0095@paytm,2026-01-26T17:58:00.000Z,TXN-0003339,FIR-2026-0339
510000349958,510000353529,319041.00,kabir.0100@ybl,2026-01-26T18:09:00.000Z,TXN-0003340,FIR-2026-0340
510000367813,510000371384,326960.00,nikhil.0105@okicici,2026-01-26T18:20:00.000Z,TXN-0003341,FIR-2026-0341
510000385668,510000389239,334879.00,rajesh.0110@okaxis,2026-01-26T18:31:00.000Z,TXN-0003342,FIR-2026-0342
510000403523,510000407094,342798.00,sanjay.0115@oksbi,2026-01-26T18:42:00.000Z,TXN-0003343,FIR-2026-0343
510000421378,510000424949,350717.00,vikram.0120@upi,2026-01-26T18:53:00.000Z,TXN-0003344,FIR-2026-0344
510000439233,510000442804,358636.00,arjun.0125@paytm,2026-01-26T19:04:00.000Z,TXN-0003345,FIR-2026-0345
510000457088,510000460659,366555.00,kabir.0130@ybl,2026-01-26T19:15:00.000Z,TXN-0003346,FIR-2026-0346
510000474943,510000478514,374474.00,nikhil.0135@okicici,2026-01-26T19:26:00.000Z,TXN-0003347,FIR-2026-0347
510000492798,510000496369,382393.00,rajesh.0140@okaxis,2026-01-26T19:37:00.000Z,TXN-0003348,FIR-2026-0348
510000510653,510000514224,390312.00,sanjay.0145@oksbi,2026-01-26T19:48:00.000Z,TXN-0003349,FIR-2026-0349
510000528508,510000532079,398231.00,vikram.0150@upi,2026-01-26T19:59:00.000Z,TXN-0003350,FIR-2026-0350
510000546363,510000549934,406150.00,arjun.0155@paytm,2026-01-26T20:10:00.000Z,TXN-0003351,FIR-2026-0351
510000564218,510000567789,414069.00,kabir.0160@ybl,2026-01-26T20:21:00.000Z,TXN-0003352,FIR-2026-0352
510000582073,510000585644,421988.00,nikhil.0165@okicici,2026-01-26T20:32:00.000Z,TXN-0003353,FIR-2026-0353
510000599928,510000603499,429907.00,rajesh.0170@okaxis,2026-01-26T20:43:00.000Z,TXN-0003354,FIR-2026-0354
510000617783,510000621354,437826.00,sanjay.0175@oksbi,2026-01-26T20:54:00.000Z,TXN-0003355,FIR-2026-0355
510000635638,510000639209,445745.00,vikram.0180@upi,2026-01-26T21:05:00.000Z,TXN-0003356,FIR-2026-0356
510000653493,510000657064,453664.00,arjun.0185@paytm,2026-01-26T21:16:00.000Z,TXN-0003357,FIR-2026-0357
510000671348,510000674919,461583.00,kabir.0190@ybl,2026-01-26T21:27:00.000Z,TXN-0003358,FIR-2026-0358
510000689203,510000692774,469502.00,nikhil.0195@okicici,2026-01-26T21:38:00.000Z,TXN-0003359,FIR-2026-0359
510000707058,510000710629,477421.00,rajesh.0200@okaxis,2026-01-26T21:49:00.000Z,TXN-0003360,FIR-2026-0360
510000014284,510000000000,10340.00,aarav.0001@oksbi,2026-01-26T22:00:00.000Z,TXN-0003361,FIR-2026-0361
510000032139,510000017855,18259.00,deepak.0006@upi,2026-01-26T22:11:00.000Z,TXN-0003362,FIR-2026-0362
510000049994,510000035710,26178.00,kavya.0011@paytm,2026-01-26T22:22:00.000Z,TXN-0003363,FIR-2026-0363
510000067849,510000053565,534097.00,pooja.0016@ybl,2026-01-26T22:33:00.000Z,TXN-0003364,FIR-2026-0364
510000085704,510000071420,42016.00,rakesh.0021@okicici,2026-01-26T22:44:00.000Z,TXN-0003365,FIR-2026-0365
510000103559,510000089275,49935.00,shreya.0026@okaxis,2026-01-26T22:55:00.000Z,TXN-0003366,FIR-2026-0366
510000121414,510000107130,57854.00,aarav.0031@oksbi,2026-01-26T23:06:00.000Z,TXN-0003367,FIR-2026-0367
510000139269,510000124985,65773.00,deepak.0036@upi,2026-01-26T23:17:00.000Z,TXN-0003368,FIR-2026-0368
510000157124,510000142840,73692.00,kavya.0041@paytm,2026-01-26T23:28:00.000Z,TXN-0003369,FIR-2026-0369
510000174979,510000160695,81611.00,pooja.0046@ybl,2026-01-26T23:39:00.000Z,TXN-0003370,FIR-2026-0370
510000192834,510000178550,89530.00,rakesh.0051@okicici,2026-01-26T23:50:00.000Z,TXN-0003371,FIR-2026-0371
510000210689,510000196405,97449.00,shreya.0056@okaxis,2026-01-27T00:01:00.000Z,TXN-0003372,FIR-2026-0372
510000228544,510000214260,105368.00,aarav.0061@oksbi,2026-01-27T00:12:00.000Z,TXN-0003373,FIR-2026-0373
510000246399,510000232115,113287.00,deepak.0066@upi,2026-01-27T00:23:00.000Z,TXN-0003374,FIR-2026-0374
510000264254,510000249970,121206.00,kavya.0071@paytm,2026-01-27T00:34:00.000Z,TXN-0003375,FIR-2026-0375
510000282109,510000267825,129125.00,pooja.0076@ybl,2026-01-27T00:45:00.000Z,TXN-0003376,FIR-2026-0376
510000299964,510000285680,137044.00,rakesh.0081@okicici,2026-01-27T00:56:00.000Z,TXN-0003377,FIR-2026-0377
510000317819,510000303535,144963.00,shreya.0086@okaxis,2026-01-27T01:07:00.000Z,TXN-0003378,FIR-2026-0378
510000335674,510000321390,152882.00,aarav.0091@oksbi,2026-01-27T01:18:00.000Z,TXN-0003379,FIR-2026-0379
510000353529,510000339245,160801.00,deepak.0096@upi,2026-01-27T01:29:00.000Z,TXN-0003380,FIR-2026-0380
510000371384,510000357100,168720.00,kavya.0101@paytm,2026-01-27T01:40:00.000Z,TXN-0003381,FIR-2026-0381
510000389239,510000374955,176639.00,pooja.0106@ybl,2026-01-27T01:51:00.000Z,TXN-0003382,FIR-2026-0382
510000407094,510000392810,184558.00,rakesh.0111@okicici,2026-01-27T02:02:00.000Z,TXN-0003383,FIR-2026-0383
510000424949,510000410665,192477.00,shreya.0116@okaxis,2026-01-27T02:13:00.000Z,TXN-0003384,FIR-2026-0384
510000442804,510000428520,200396.00,aarav.0121@oksbi,2026-01-27T02:24:00.000Z,TXN-0003385,FIR-2026-0385
510000460659,510000446375,208315.00,deepak.0126@upi,2026-01-27T02:35:00.000Z,TXN-0003386,FIR-2026-0386
510000478514,510000464230,216234.00,kavya.0131@paytm,2026-01-27T02:46:00.000Z,TXN-0003387,FIR-2026-0387
510000496369,510000482085,224153.00,pooja.0136@ybl,2026-01-27T02:57:00.000Z,TXN-0003388,FIR-2026-0388
510000514224,510000499940,232072.00,rakesh.0141@okicici,2026-01-27T03:08:00.000Z,TXN-0003389,FIR-2026-0389
510000532079,510000517795,239991.00,shreya.0146@okaxis,2026-01-27T03:19:00.000Z,TXN-0003390,FIR-2026-0390
510000549934,510000535650,247910.00,aarav.0151@oksbi,2026-01-27T03:30:00.000Z,TXN-0003391,FIR-2026-0391
510000567789,510000553505,255829.00,deepak.0156@upi,2026-01-27T03:41:00.000Z,TXN-0003392,FIR-2026-0392
510000585644,510000571360,263748.00,kavya.0161@paytm,2026-01-27T03:52:00.000Z,TXN-0003393,FIR-2026-0393
510000603499,510000589215,271667.00,pooja.0166@ybl,2026-01-27T04:03:00.000Z,TXN-0003394,FIR-2026-0394
510000621354,510000607070,279586.00,rakesh.0171@okicici,2026-01-27T04:14:00.000Z,TXN-0003395,FIR-2026-0395
510000639209,510000624925,287505.00,shreya.0176@okaxis,2026-01-27T04:25:00.000Z,TXN-0003396,FIR-2026-0396
510000657064,510000642780,295424.00,aarav.0181@oksbi,2026-01-27T04:36:00.000Z,TXN-0003397,FIR-2026-0397
510000674919,510000660635,303343.00,deepak.0186@upi,2026-01-27T04:47:00.000Z,TXN-0003398,FIR-2026-0398
510000692774,510000678490,311262.00,kavya.0191@paytm,2026-01-27T04:58:00.000Z,TXN-0003399,FIR-2026-0399
510000710629,510000696345,319181.00,pooja.0196@ybl,2026-01-27T05:09:00.000Z,TXN-0003400,FIR-2026-0400
510000000000,510000003571,327100.00,aditi.0002@okaxis,2026-01-27T05:20:00.000Z,TXN-0003401,FIR-2026-0401
510000017855,510000021426,335019.00,divya.0007@oksbi,2026-01-27T05:31:00.000Z,TXN-0003402,FIR-2026-0402
510000035710,510000039281,342938.00,manoj.0012@upi,2026-01-27T05:42:00.000Z,TXN-0003403,FIR-2026-0403
510000053565,510000057136,850857.00,pranav.0017@paytm,2026-01-27T05:53:00.000Z,TXN-0003404,FIR-2026-0404
510000071420,510000074991,358776.00,riya.0022@ybl,2026-01-27T06:04:00.000Z,TXN-0003405,FIR-2026-0405
510000089275,510000092846,366695.00,suresh.0027@okicici,2026-01-27T06:15:00.000Z,TXN-0003406,FIR-2026-0406
510000107130,510000110701,374614.00,aditi.0032@okaxis,2026-01-27T06:26:00.000Z,TXN-0003407,FIR-2026-0407
510000124985,510000128556,382533.00,divya.0037@oksbi,2026-01-27T06:37:00.000Z,TXN-0003408,FIR-2026-0408
510000142840,510000146411,390452.00,manoj.0042@upi,2026-01-27T06:48:00.000Z,TXN-0003409,FIR-2026-0409
510000160695,510000164266,398371.00,pranav.0047@paytm,2026-01-27T06:59:00.000Z,TXN-0003410,FIR-2026-0410
510000178550,510000182121,406290.00,riya.0052@ybl,2026-01-27T07:10:00.000Z,TXN-0003411,FIR-2026-0411
510000196405,510000199976,414209.00,suresh.0057@okicici,2026-01-27T07:21:00.000Z,TXN-0003412,FIR-2026-0412
510000214260,510000217831,422128.00,aditi.0062@okaxis,2026-01-27T07:32:00.000Z,TXN-0003413,FIR-2026-0413
510000232115,510000235686,430047.00,divya.0067@oksbi,2026-01-27T07:43:00.000Z,TXN-0003414,FIR-2026-0414
510000249970,510000253541,437966.00,manoj.0072@upi,2026-01-27T07:54:00.000Z,TXN-0003415,FIR-2026-0415
510000267825,510000271396,445885.00,pranav.0077@paytm,2026-01-27T08:05:00.000Z,TXN-0003416,FIR-2026-0416
510000285680,510000289251,453804.00,riya.0082@ybl,2026-01-27T08:16:00.000Z,TXN-0003417,FIR-2026-0417
510000303535,510000307106,461723.00,suresh.0087@okicici,2026-01-27T08:27:00.000Z,TXN-0003418,FIR-2026-0418
510000321390,510000324961,469642.00,aditi.0092@okaxis,2026-01-27T08:38:00.000Z,TXN-0003419,FIR-2026-0419
510000339245,510000342816,2561.00,divya.0097@oksbi,2026-01-27T08:49:00.000Z,TXN-0003420,FIR-2026-0420
510000357100,510000360671,10480.00,manoj.0102@upi,2026-01-27T09:00:00.000Z,TXN-0003421,FIR-2026-0421
510000374955,510000378526,18399.00,pranav.0107@paytm,2026-01-27T09:11:00.000Z,TXN-0003422,FIR-2026-0422
510000392810,510000396381,26318.00,riya.0112@ybl,2026-01-27T09:22:00.000Z,TXN-0003423,FIR-2026-0423
510000410665,510000414236,34237.00,suresh.0117@okicici,2026-01-27T09:33:00.000Z,TXN-0003424,FIR-2026-0424
510000428520,510000432091,42156.00,aditi.0122@okaxis,2026-01-27T09:44:00.000Z,TXN-0003425,FIR-2026-0425
510000446375,510000449946,50075.00,divya.0127@oksbi,2026-01-27T09:55:00.000Z,TXN-0003426,FIR-2026-0426
510000464230,510000467801,57994.00,manoj.0132@upi,2026-01-27T10:06:00.000Z,TXN-0003427,FIR-2026-0427
510000482085,510000485656,65913.00,pranav.0137@paytm,2026-01-27T10:17:00.000Z,TXN-0003428,FIR-2026-0428
510000499940,510000503511,73832.00,riya.0142@ybl,2026-01-27T10:28:00.000Z,TXN-0003429,FIR-2026-0429
510000517795,510000521366,81751.00,suresh.0147@okicici,2026-01-27T10:39:00.000Z,TXN-0003430,FIR-2026-0430
510000535650,510000539221,89670.00,aditi.0152@okaxis,2026-01-27T10:50:00.000Z,TXN-0003431,FIR-2026-0431
510000553505,510000557076,97589.00,divya.0157@oksbi,2026-01-27T11:01:00.000Z,TXN-0003432,FIR-2026-0432
510000571360,510000574931,105508.00,manoj.0162@upi,2026-01-27T11:12:00.000Z,TXN-0003433,FIR-2026-0433
510000589215,510000592786,113427.00,pranav.0167@paytm,2026-01-27T11:23:00.000Z,TXN-0003434,FIR-2026-0434
510000607070,510000610641,121346.00,riya.0172@ybl,2026-01-27T11:34:00.000Z,TXN-0003435,FIR-2026-0435
510000624925,510000628496,129265.00,suresh.0177@okicici,2026-01-27T11:45:00.000Z,TXN-0003436,FIR-2026-0436
510000642780,510000646351,137184.00,aditi.0182@okaxis,2026-01-27T11:56:00.000Z,TXN-0003437,FIR-2026-0437
510000660635,510000664206,145103.00,divya.0187@oksbi,2026-01-27T12:07:00.000Z,TXN-0003438,FIR-2026-0438
510000678490,510000682061,153022.00,manoj.0192@upi,2026-01-27T12:18:00.000Z,TXN-0003439,FIR-2026-0439
510000696345,510000699916,160941.00,pranav.0197@paytm,2026-01-27T12:29:00.000Z,TXN-0003440,FIR-2026-0440
510000003571,510000007142,168860.00,akash.0003@okicici,2026-01-27T12:40:00.000Z,TXN-0003441,FIR-2026-0441
510000021426,510000024997,176779.00,farhan.0008@okaxis,2026-01-27T12:51:00.000Z,TXN-0003442,FIR-2026-0442
510000039281,510000042852,184698.00,meera.0013@oksbi,2026-01-27T13:02:00.000Z,TXN-0003443,FIR-2026-0443
510000057136,510000060707,692617.00,priya.0018@upi,2026-01-27T13:13:00.000Z,TXN-0003444,FIR-2026-0444
510000074991,510000078562,200536.00,rohan.0023@paytm,2026-01-27T13:24:00.000Z,TXN-0003445,FIR-2026-0445
510000092846,510000096417,208455.00,tanvi.0028@ybl,2026-01-27T13:35:00.000Z,TXN-0003446,FIR-2026-0446
510000110701,510000114272,216374.00,akash.0033@okicici,2026-01-27T13:46:00.000Z,TXN-0003447,FIR-2026-0447
510000128556,510000132127,224293.00,farhan.0038@okaxis,2026-01-27T13:57:00.000Z,TXN-0003448,FIR-2026-0448
510000146411,510000149982,232212.00,meera.0043@oksbi,2026-01-27T14:08:00.000Z,TXN-0003449,FIR-2026-0449
510000164266,510000167837,240131.00,priya.0048@upi,2026-01-27T14:19:00.000Z,TXN-0003450,FIR-2026-0450
510000182121,510000185692,248050.00,rohan.0053@paytm,2026-01-27T14:30:00.000Z,TXN-0003451,FIR-2026-0451
510000199976,510000203547,255969.00,tanvi.0058@ybl,2026-01-27T14:41:00.000Z,TXN-0003452,FIR-2026-0452
510000217831,510000221402,263888.00,akash.0063@okicici,2026-01-27T14:52:00.000Z,TXN-0003453,FIR-2026-0453
510000235686,510000239257,271807.00,farhan.0068@okaxis,2026-01-27T15:03:00.000Z,TXN-0003454,FIR-2026-0454
510000253541,510000257112,279726.00,meera.0073@oksbi,2026-01-27T15:14:00.000Z,TXN-0003455,FIR-2026-0455
510000271396,510000274967,287645.00,priya.0078@upi,2026-01-27T15:25:00.000Z,TXN-0003456,FIR-2026-0456
510000289251,510000292822,295564.00,rohan.0083@paytm,2026-01-27T15:36:00.000Z,TXN-0003457,FIR-2026-0457
510000307106,510000310677,303483.00,tanvi.0088@ybl,2026-01-27T15:47:00.000Z,TXN-0003458,FIR-2026-0458
510000324961,510000328532,311402.00,akash.0093@okicici,2026-01-27T15:58:00.000Z,TXN-0003459,FIR-2026-0459
510000342816,510000346387,319321.00,farhan.0098@okaxis,2026-01-27T16:09:00.000Z,TXN-0003460,FIR-2026-0460
510000360671,510000364242,327240.00,meera.0103@oksbi,2026-01-27T16:20:00.000Z,TXN-0003461,FIR-2026-0461
510000378526,510000382097,335159.00,priya.0108@upi,2026-01-27T16:31:00.000Z,TXN-0003462,FIR-2026-0462
510000396381,510000399952,343078.00,rohan.0113@paytm,2026-01-27T16:42:00.000Z,TXN-0003463,FIR-2026-0463
510000414236,510000417807,350997.00,tanvi.0118@ybl,2026-01-27T16:53:00.000Z,TXN-0003464,FIR-2026-0464
510000432091,510000435662,358916.00,akash.0123@okicici,2026-01-27T17:04:00.000Z,TXN-0003465,FIR-2026-0465
510000449946,510000453517,366835.00,farhan.0128@okaxis,2026-01-27T17:15:00.000Z,TXN-0003466,FIR-2026-0466
510000467801,510000471372,374754.00,meera.0133@oksbi,2026-01-27T17:26:00.000Z,TXN-0003467,FIR-2026-0467
510000485656,510000489227,382673.00,priya.0138@upi,2026-01-27T17:37:00.000Z,TXN-0003468,FIR-2026-0468
510000503511,510000507082,390592.00,rohan.0143@paytm,2026-01-27T17:48:00.000Z,TXN-0003469,FIR-2026-0469
510000521366,510000524937,398511.00,tanvi.0148@ybl,2026-01-27T17:59:00.000Z,TXN-0003470,FIR-2026-0470
510000539221,510000542792,406430.00,akash.0153@okicici,2026-01-27T18:10:00.000Z,TXN-0003471,FIR-2026-0471
510000557076,510000560647,414349.00,farhan.0158@okaxis,2026-01-27T18:21:00.000Z,TXN-0003472,FIR-2026-0472
510000574931,510000578502,422268.00,meera.0163@oksbi,2026-01-27T18:32:00.000Z,TXN-0003473,FIR-2026-0473
510000592786,510000596357,430187.00,priya.0168@upi,2026-01-27T18:43:00.000Z,TXN-0003474,FIR-2026-0474
510000610641,510000614212,438106.00,rohan.0173@paytm,2026-01-27T18:54:00.000Z,TXN-0003475,FIR-2026-0475
510000628496,510000632067,446025.00,tanvi.0178@ybl,2026-01-27T19:05:00.000Z,TXN-0003476,FIR-2026-0476
510000646351,510000649922,453944.00,akash.0183@okicici,2026-01-27T19:16:00.000Z,TXN-0003477,FIR-2026-0477
510000664206,510000667777,461863.00,farhan.0188@okaxis,2026-01-27T19:27:00.000Z,TXN-0003478,FIR-2026-0478
510000682061,510000685632,469782.00,meera.0193@oksbi,2026-01-27T19:38:00.000Z,TXN-0003479,FIR-2026-0479
510000699916,510000703487,2701.00,priya.0198@upi,2026-01-27T19:49:00.000Z,TXN-0003480,FIR-2026-0480
510000007142,510000010713,10620.00,ananya.0004@ybl,2026-01-27T20:00:00.000Z,TXN-0003481,FIR-2026-0481
510000024997,510000028568,18539.00,ishita.0009@okicici,2026-01-27T20:11:00.000Z,TXN-0003482,FIR-2026-0482
510000042852,510000046423,26458.00,neha.0014@okaxis,2026-01-27T20:22:00.000Z,TXN-0003483,FIR-2026-0483
510000060707,510000064278,534377.00,rahul.0019@oksbi,2026-01-27T20:33:00.000Z,TXN-0003484,FIR-2026-0484
510000078562,510000082133,42296.00,sameer.0024@upi,2026-01-27T20:44:00.000Z,TXN-0003485,FIR-2026-0485
510000096417,510000099988,50215.00,varun.0029@paytm,2026-01-27T20:55:00.000Z,TXN-0003486,FIR-2026-0486
510000114272,510000117843,58134.00,ananya.0034@ybl,2026-01-27T21:06:00.000Z,TXN-0003487,FIR-2026-0487
510000132127,510000135698,66053.00,ishita.0039@okicici,2026-01-27T21:17:00.000Z,TXN-0003488,FIR-2026-0488
510000149982,510000153553,73972.00,neha.0044@okaxis,2026-01-27T21:28:00.000Z,TXN-0003489,FIR-2026-0489
510000167837,510000171408,81891.00,rahul.0049@oksbi,2026-01-27T21:39:00.000Z,TXN-0003490,FIR-2026-0490
510000185692,510000189263,89810.00,sameer.0054@upi,2026-01-27T21:50:00.000Z,TXN-0003491,FIR-2026-0491
510000203547,510000207118,97729.00,varun.0059@paytm,2026-01-27T22:01:00.000Z,TXN-0003492,FIR-2026-0492
510000221402,510000224973,105648.00,ananya.0064@ybl,2026-01-27T22:12:00.000Z,TXN-0003493,FIR-2026-0493
510000239257,510000242828,113567.00,ishita.0069@okicici,2026-01-27T22:23:00.000Z,TXN-0003494,FIR-2026-0494
510000257112,510000260683,121486.00,neha.0074@okaxis,2026-01-27T22:34:00.000Z,TXN-0003495,FIR-2026-0495
510000274967,510000278538,129405.00,rahul.0079@oksbi,2026-01-27T22:45:00.000Z,TXN-0003496,FIR-2026-0496
510000292822,510000296393,137324.00,sameer.0084@upi,2026-01-27T22:56:00.000Z,TXN-0003497,FIR-2026-0497
510000310677,510000314248,145243.00,varun.0089@paytm,2026-01-27T23:07:00.000Z,TXN-0003498,FIR-2026-0498
510000328532,510000332103,153162.00,ananya.0094@ybl,2026-01-27T23:18:00.000Z,TXN-0003499,FIR-2026-0499
510000346387,510000349958,161081.00,ishita.0099@okicici,2026-01-27T23:29:00.000Z,TXN-0003500,FIR-2026-0500
510000364242,510000367813,169000.00,neha.0104@okaxis,2026-01-27T23:40:00.000Z,TXN-0003501,FIR-2026-0501
510000382097,510000385668,176919.00,rahul.0109@oksbi,2026-01-27T23:51:00.000Z,TXN-0003502,FIR-2026-0502
510000399952,510000403523,184838.00,sameer.0114@upi,2026-01-28T00:02:00.000Z,TXN-0003503,FIR-2026-0503
510000417807,510000421378,192757.00,varun.0119@paytm,2026-01-28T00:13:00.000Z,TXN-0003504,FIR-2026-0504
510000435662,510000439233,200676.00,ananya.0124@ybl,2026-01-28T00:24:00.000Z,TXN-0003505,FIR-2026-0505
510000453517,510000457088,208595.00,ishita.0129@okicici,2026-01-28T00:35:00.000Z,TXN-0003506,FIR-2026-0506
510000471372,510000474943,216514.00,neha.0134@okaxis,2026-01-28T00:46:00.000Z,TXN-0003507,FIR-2026-0507
510000489227,510000492798,224433.00,rahul.0139@oksbi,2026-01-28T00:57:00.000Z,TXN-0003508,FIR-2026-0508
510000507082,510000510653,232352.00,sameer.0144@upi,2026-01-28T01:08:00.000Z,TXN-0003509,FIR-2026-0509
510000524937,510000528508,240271.00,varun.0149@paytm,2026-01-28T01:19:00.000Z,TXN-0003510,FIR-2026-0510
510000542792,510000546363,248190.00,ananya.0154@ybl,2026-01-28T01:30:00.000Z,TXN-0003511,FIR-2026-0511
510000560647,510000564218,256109.00,ishita.0159@okicici,2026-01-28T01:41:00.000Z,TXN-0003512,FIR-2026-0512
510000578502,510000582073,264028.00,neha.0164@okaxis,2026-01-28T01:52:00.000Z,TXN-0003513,FIR-2026-0513
510000596357,510000599928,271947.00,rahul.0169@oksbi,2026-01-28T02:03:00.000Z,TXN-0003514,FIR-2026-0514
510000614212,510000617783,279866.00,sameer.0174@upi,2026-01-28T02:14:00.000Z,TXN-0003515,FIR-2026-0515
510000632067,510000635638,287785.00,varun.0179@paytm,2026-01-28T02:25:00.000Z,TXN-0003516,FIR-2026-0516
510000649922,510000653493,295704.00,ananya.0184@ybl,2026-01-28T02:36:00.000Z,TXN-0003517,FIR-2026-0517
510000667777,510000671348,303623.00,ishita.0189@okicici,2026-01-28T02:47:00.000Z,TXN-0003518,FIR-2026-0518
510000685632,510000689203,311542.00,neha.0194@okaxis,2026-01-28T02:58:00.000Z,TXN-0003519,FIR-2026-0519
510000703487,510000707058,319461.00,rahul.0199@oksbi,2026-01-28T03:09:00.000Z,TXN-0003520,FIR-2026-0520
510000010713,510000014284,327380.00,arjun.0005@paytm,2026-01-28T03:20:00.000Z,TXN-0003521,FIR-2026-0521
510000028568,510000032139,335299.00,kabir.0010@ybl,2026-01-28T03:31:00.000Z,TXN-0003522,FIR-2026-0522
510000046423,510000049994,343218.00,nikhil.0015@okicici,2026-01-28T03:42:00.000Z,TXN-0003523,FIR-2026-0523
510000064278,510000067849,851137.00,rajesh.0020@okaxis,2026-01-28T03:53:00.000Z,TXN-0003524,FIR-2026-0524
510000082133,510000085704,359056.00,sanjay.0025@oksbi,2026-01-28T04:04:00.000Z,TXN-0003525,FIR-2026-0525
510000099988,510000103559,366975.00,vikram.0030@upi,2026-01-28T04:15:00.000Z,TXN-0003526,FIR-2026-0526
510000117843,510000121414,374894.00,arjun.0035@paytm,2026-01-28T04:26:00.000Z,TXN-0003527,FIR-2026-0527
510000135698,510000139269,382813.00,kabir.0040@ybl,2026-01-28T04:37:00.000Z,TXN-0003528,FIR-2026-0528
510000153553,510000157124,390732.00,nikhil.0045@okicici,2026-01-28T04:48:00.000Z,TXN-0003529,FIR-2026-0529
510000171408,510000174979,398651.00,rajesh.0050@okaxis,2026-01-28T04:59:00.000Z,TXN-0003530,FIR-2026-0530
510000189263,510000192834,406570.00,sanjay.0055@oksbi,2026-01-28T05:10:00.000Z,TXN-0003531,FIR-2026-0531
510000207118,510000210689,414489.00,vikram.0060@upi,2026-01-28T05:21:00.000Z,TXN-0003532,FIR-2026-0532
510000224973,510000228544,422408.00,arjun.0065@paytm,2026-01-28T05:32:00.000Z,TXN-0003533,FIR-2026-0533
510000242828,510000246399,430327.00,kabir.0070@ybl,2026-01-28T05:43:00.000Z,TXN-0003534,FIR-2026-0534
510000260683,510000264254,438246.00,nikhil.0075@okicici,2026-01-28T05:54:00.000Z,TXN-0003535,FIR-2026-0535
510000278538,510000282109,446165.00,rajesh.0080@okaxis,2026-01-28T06:05:00.000Z,TXN-0003536,FIR-2026-0536
510000296393,510000299964,454084.00,sanjay.0085@oksbi,2026-01-28T06:16:00.000Z,TXN-0003537,FIR-2026-0537
510000314248,510000317819,462003.00,vikram.0090@upi,2026-01-28T06:27:00.000Z,TXN-0003538,FIR-2026-0538
510000332103,510000335674,469922.00,arjun.0095@paytm,2026-01-28T06:38:00.000Z,TXN-0003539,FIR-2026-0539
510000349958,510000353529,2841.00,kabir.0100@ybl,2026-01-28T06:49:00.000Z,TXN-0003540,FIR-2026-0540
510000367813,510000371384,10760.00,nikhil.0105@okicici,2026-01-28T07:00:00.000Z,TXN-0003541,FIR-2026-0541
510000385668,510000389239,18679.00,rajesh.0110@okaxis,2026-01-28T07:11:00.000Z,TXN-0003542,FIR-2026-0542
510000403523,510000407094,26598.00,sanjay.0115@oksbi,2026-01-28T07:22:00.000Z,TXN-0003543,FIR-2026-0543
510000421378,510000424949,34517.00,vikram.0120@upi,2026-01-28T07:33:00.000Z,TXN-0003544,FIR-2026-0544
510000439233,510000442804,42436.00,arjun.0125@paytm,2026-01-28T07:44:00.000Z,TXN-0003545,FIR-2026-0545
510000457088,510000460659,50355.00,kabir.0130@ybl,2026-01-28T07:55:00.000Z,TXN-0003546,FIR-2026-0546
510000474943,510000478514,58274.00,nikhil.0135@okicici,2026-01-28T08:06:00.000Z,TXN-0003547,FIR-2026-0547
510000492798,510000496369,66193.00,rajesh.0140@okaxis,2026-01-28T08:17:00.000Z,TXN-0003548,FIR-2026-0548
510000510653,510000514224,74112.00,sanjay.0145@oksbi,2026-01-28T08:28:00.000Z,TXN-0003549,FIR-2026-0549
510000528508,510000532079,82031.00,vikram.0150@upi,2026-01-28T08:39:00.000Z,TXN-0003550,FIR-2026-0550
510000546363,510000549934,89950.00,arjun.0155@paytm,2026-01-28T08:50:00.000Z,TXN-0003551,FIR-2026-0551
510000564218,510000567789,97869.00,kabir.0160@ybl,2026-01-28T09:01:00.000Z,TXN-0003552,FIR-2026-0552
510000582073,510000585644,105788.00,nikhil.0165@okicici,2026-01-28T09:12:00.000Z,TXN-0003553,FIR-2026-0553
510000599928,510000603499,113707.00,rajesh.0170@okaxis,2026-01-28T09:23:00.000Z,TXN-0003554,FIR-2026-0554
510000617783,510000621354,121626.00,sanjay.0175@oksbi,2026-01-28T09:34:00.000Z,TXN-0003555,FIR-2026-0555
510000635638,510000639209,129545.00,vikram.0180@upi,2026-01-28T09:45:00.000Z,TXN-0003556,FIR-2026-0556
510000653493,510000657064,137464.00,arjun.0185@paytm,2026-01-28T09:56:00.000Z,TXN-0003557,FIR-2026-0557
